learning_rate,epoch,embedding_dim,batch_size,training_loss,held_out_loss,model_out_size,out_hat_size
0.1,42,10,50,3.2082586344269206,3.8176217079162598,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,43,10,50,3.178927093843951,3.8119192123413086,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,44,10,50,3.1749241718879113,3.836135149002075,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,45,10,50,3.180439262485823,3.827113628387451,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,46,10,50,3.1728745694941902,3.834707736968994,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,47,10,50,3.1745709854623545,3.8432750701904297,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,48,10,50,3.1822301296884796,3.8375213146209717,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,49,10,50,3.185479140999325,3.8647849559783936,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,50,10,50,3.1878374547862687,3.8568758964538574,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,0,10,50,NA,8.035823822021484,,
0.1,1,10,50,3.8185777672158436,3.4147937297821045,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,2,10,50,3.1894511403048718,3.3743209838867188,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,3,10,50,3.0926907899786396,3.38091778755188,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,4,10,50,3.0457053025031966,3.4275968074798584,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,5,10,50,3.0267260935792955,3.402838945388794,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,6,10,50,3.007615384449528,3.448563814163208,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,7,10,50,3.0050254721306637,3.4734692573547363,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,8,10,50,2.991470565764003,3.489499092102051,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,9,10,50,2.9913673528460754,3.500678062438965,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,10,10,50,2.9915846327076787,3.508260726928711,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,11,10,50,2.981204795199493,3.5299863815307617,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,12,10,50,2.9858265624795868,3.5519604682922363,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,13,10,50,3.005541441831302,3.5755224227905273,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,14,10,50,3.002471042715985,3.5751233100891113,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,15,10,50,2.9895092157217174,3.5792438983917236,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,16,10,50,2.9961444669742647,3.6035773754119873,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,17,10,50,2.9951537707976272,3.6216163635253906,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,18,10,50,2.993747835573943,3.6020567417144775,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,19,10,50,3.000891432714303,3.647425413131714,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,20,10,50,3.0144349500088388,3.665619134902954,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,21,10,50,3.0310205663725682,3.663908004760742,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,22,10,50,3.0336416038781104,3.685749053955078,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,23,10,50,3.0378955024540626,3.6864845752716064,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,24,10,50,3.0349887453991435,3.714308500289917,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,25,10,50,3.0414318823096744,3.710409641265869,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,26,10,50,3.0457063446874204,3.705052614212036,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,27,10,50,3.0634371086107848,3.733976125717163,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,28,10,50,3.0579886484305594,3.7355968952178955,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,29,10,50,3.081723583183161,3.7659683227539062,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,30,10,50,3.0808496953651656,3.802926778793335,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,31,10,50,3.0845373107438103,3.770493745803833,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,32,10,50,3.082254027044494,3.8061561584472656,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,33,10,50,3.0757554342914184,3.7728447914123535,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,34,10,50,3.082839137335685,3.767667293548584,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,35,10,50,3.084170277700775,3.8182179927825928,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,36,10,50,3.0850038097853645,3.8314664363861084,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,37,10,50,3.101810199361182,3.8550288677215576,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,38,10,50,3.1269562714873347,3.8584978580474854,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,39,10,50,3.1118420836917533,3.8572371006011963,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,40,10,50,3.2491904501133537,3.937049627304077,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,41,10,50,3.2117646290705752,3.9303505420684814,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,42,10,50,3.175028144715223,3.9303510189056396,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,43,10,50,3.1625043723894204,3.920544385910034,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,44,10,50,3.156699827283521,3.9340946674346924,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,45,10,50,3.1900005189072727,3.9587717056274414,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,46,10,50,3.1915545670882515,3.985208034515381,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,47,10,50,3.2213894108864776,3.983826160430908,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,48,10,50,3.192603183829266,3.974961280822754,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,49,10,50,3.203538793385228,4.026980876922607,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,50,10,50,3.2084690105157554,4.035068035125732,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,0,10,300,NA,8.052614212036133,,
0.1,1,10,300,4.146310963630676,3.4882192611694336,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,2,10,300,3.1872534799575805,3.3082938194274902,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,3,10,300,2.9612251043319704,3.2664947509765625,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,4,10,300,2.8379345035552976,3.260662078857422,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,5,10,300,2.757913017272949,3.272594451904297,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,6,10,300,2.6983332777023317,3.294121265411377,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,7,10,300,2.6470214891433717,3.321660280227661,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,8,10,300,2.6126850700378417,3.343271493911743,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,9,10,300,2.586191520690918,3.368025779724121,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,10,10,300,2.5608317041397095,3.405503988265991,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,11,10,300,2.5458258104324343,3.4435951709747314,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,12,10,300,2.527489857673645,3.4360544681549072,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,13,10,300,2.5085951614379884,3.4488189220428467,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,14,10,300,2.5048624897003173,3.495041847229004,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,15,10,300,2.496726188659668,3.5093390941619873,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,16,10,300,2.494723148345947,3.5250134468078613,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,17,10,300,2.4913547086715697,3.5357117652893066,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,18,10,300,2.4719047117233277,3.5556576251983643,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,19,10,300,2.4618132877349854,3.5824429988861084,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,20,10,300,2.458075985908508,3.5966134071350098,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,21,10,300,2.4644182395935057,3.596538782119751,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,22,10,300,2.4655390071868895,3.6525917053222656,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,23,10,300,2.47700852394104,3.6640210151672363,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,24,10,300,2.4549735736846925,3.650517225265503,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,25,10,300,2.4495446920394897,3.6832361221313477,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,26,10,300,2.4523289966583253,3.700352668762207,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,27,10,300,2.4542901134490966,3.7001852989196777,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,28,10,300,2.4417509508132933,3.705693006515503,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,29,10,300,2.4325042295455934,3.7266552448272705,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,30,10,300,2.4288388013839723,3.7266571521759033,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,31,10,300,2.4301158380508423,3.7494029998779297,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,32,10,300,2.4434299230575562,3.7702839374542236,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,33,10,300,2.432207188606262,3.7783994674682617,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,34,10,300,2.447597703933716,3.7636032104492188,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,35,10,300,2.442751326560974,3.806225299835205,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,36,10,300,2.4541499519348147,3.809924840927124,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,37,10,300,2.4505395126342773,3.8294601440429688,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,38,10,300,2.439953317642212,3.8255562782287598,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,39,10,300,2.4337775802612303,3.834320545196533,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,40,10,300,2.4234780073165894,3.8605306148529053,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,41,10,300,2.434433922767639,3.8532345294952393,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,42,10,300,2.4342475175857543,3.867108106613159,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,43,10,300,2.446133098602295,3.871565580368042,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,44,10,300,2.4259788465499876,3.8913772106170654,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,45,10,300,2.4344293451309205,3.892833948135376,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,46,10,300,2.4492405796051027,3.9070866107940674,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,47,10,300,2.4401508235931395,3.905202627182007,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,48,10,300,2.4339914608001707,3.9240496158599854,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,49,10,300,2.4202402877807616,3.939772844314575,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,50,10,300,2.433254933357239,3.9343340396881104,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,0,10,300,NA,8.04730224609375,,
0.1,1,10,300,5.099270701408386,3.8032402992248535,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,2,10,300,3.412809672355652,3.4050636291503906,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,3,10,300,3.060698013305664,3.2997498512268066,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,4,10,300,2.8593783473968504,3.26345157623291,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,5,10,300,2.734210157394409,3.274716377258301,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,6,10,300,2.6418602514266967,3.3067827224731445,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,7,10,300,2.5638548040390017,3.356567621231079,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,8,10,300,2.50878653049469,3.385117292404175,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,9,10,300,2.4619782066345213,3.424049139022827,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,10,10,300,2.4406604671478274,3.4645116329193115,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,11,10,300,2.4087321615219115,3.4859912395477295,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,12,10,300,2.381465878486633,3.5457823276519775,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,13,10,300,2.3828892278671265,3.5731024742126465,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,14,10,300,2.376230058670044,3.6038384437561035,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,15,10,300,2.367700262069702,3.626974105834961,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,16,10,300,2.3583316469192503,3.6663668155670166,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,17,10,300,2.360995454788208,3.7204906940460205,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,18,10,300,2.3633805227279665,3.7105255126953125,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,19,10,300,2.345951976776123,3.7799930572509766,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,20,10,300,2.3373973512649537,3.799574136734009,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,21,10,300,2.354562101364136,3.8192226886749268,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,22,10,300,2.369884033203125,3.8334410190582275,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,23,10,300,2.3564789295196533,3.870166540145874,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,24,10,300,2.3638695096969604,3.8782150745391846,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,25,10,300,2.369054927825928,3.9001259803771973,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,26,10,300,2.3680769062042235,3.899418592453003,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,27,10,300,2.3723863410949706,3.9507126808166504,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,28,10,300,2.382587990760803,3.9407622814178467,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,29,10,300,2.375756230354309,3.9949028491973877,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,30,10,300,2.370775237083435,3.989004373550415,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,31,10,300,2.385635929107666,4.009252548217773,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,32,10,300,2.411623682975769,4.022863388061523,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,33,10,300,2.4180127668380735,4.0439019203186035,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,34,10,300,2.3900546789169312,3.9981439113616943,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,35,10,300,2.3798272037506103,4.041170120239258,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,36,10,300,2.3841858768463133,4.082751750946045,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,37,10,300,2.3989782333374023,4.123562812805176,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,38,10,300,2.4178598022460935,4.090717792510986,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,39,10,300,2.410789227485657,4.11571741104126,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,40,10,300,2.4059813451766967,4.129682540893555,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,41,10,300,2.387954216003418,4.126689910888672,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,42,10,300,2.407686643600464,4.133707046508789,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,43,10,300,2.4285759592056273,4.133187294006348,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,44,10,300,2.4296341800689696,4.169233798980713,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,45,10,300,2.4305031299591064,4.1567063331604,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,46,10,300,2.398425397872925,4.180277347564697,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,47,10,300,2.398221855163574,4.202955722808838,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,48,10,300,2.4196215057373047,4.205749034881592,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,49,10,300,2.4732391452789306,4.207000255584717,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,50,10,300,2.4650464725494383,4.20296049118042,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,0,10,700,NA,8.038923263549805,,
0.1,1,10,700,4.699831735004079,3.819416046142578,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,2,10,700,3.453076893633062,3.421182155609131,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,3,10,700,3.0900016697970303,3.2830498218536377,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,4,10,700,2.8931300965222446,3.240731954574585,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,5,10,700,2.76492347500541,3.231274127960205,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,6,10,700,2.665055762637745,3.2484161853790283,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,7,10,700,2.594528545032848,3.2606282234191895,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,8,10,700,2.5406095764853736,3.2797365188598633,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,9,10,700,2.494242321361195,3.3088386058807373,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,10,10,700,2.455719319256869,3.3378076553344727,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,11,10,700,2.4231104742396963,3.3572006225585938,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,12,10,700,2.397013924338601,3.3937885761260986,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,13,10,700,2.3763794140382246,3.413771867752075,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,14,10,700,2.3548660386692393,3.432802200317383,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,15,10,700,2.337947206063704,3.4603545665740967,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,16,10,700,2.3292769410393457,3.468827486038208,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,17,10,700,2.3136299306696113,3.506937265396118,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,18,10,700,2.2962611696936865,3.539612293243408,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,19,10,700,2.2923562960191206,3.5476737022399902,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,20,10,700,2.2809183597564697,3.545980215072632,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,21,10,700,2.2790999954397027,3.5732884407043457,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,22,10,700,2.275626540184021,3.594682216644287,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,23,10,700,2.2625139193101362,3.6043035984039307,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,24,10,700,2.2742937803268433,3.6413536071777344,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,25,10,700,2.2686352621425283,3.653846502304077,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,26,10,700,2.2604470903223213,3.658433437347412,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,27,10,700,2.251644015312195,3.684124231338501,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,28,10,700,2.242043224248019,3.702547788619995,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.1,29,10,700,2.2363967787135732,3.7100179195404053,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
