learning_rate,epoch,embedding_dim,batch_size,training_loss,held_out_loss,model_out_size,out_hat_size
0.001,25,10,300,3.163647313117981,3.3830599784851074,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,26,10,300,3.1405416536331177,3.3681509494781494,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,27,10,300,3.117925596237183,3.3547394275665283,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,28,10,300,3.097241816520691,3.3434455394744873,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,29,10,300,3.079208703041077,3.331634759902954,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,30,10,300,3.059603147506714,3.3195009231567383,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,31,10,300,3.039702353477478,3.3103280067443848,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,32,10,300,3.0220471477508544,3.3001232147216797,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,33,10,300,3.0053326654434205,3.2924230098724365,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,34,10,300,2.9874427556991576,3.2826545238494873,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,35,10,300,2.9723100900650024,3.2739956378936768,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,36,10,300,2.9565722370147705,3.2651946544647217,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,37,10,300,2.940985026359558,3.258240222930908,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,38,10,300,2.9254482126235963,3.2524287700653076,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,39,10,300,2.911899366378784,3.243478298187256,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,40,10,300,2.8972419786453245,3.2373197078704834,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,41,10,300,2.882678747177124,3.2328381538391113,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,42,10,300,2.870330262184143,3.2276480197906494,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,43,10,300,2.856487612724304,3.2213754653930664,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,44,10,300,2.843576717376709,3.215109348297119,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,45,10,300,2.8308430671691895,3.2099454402923584,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,46,10,300,2.8195591020584105,3.2078588008880615,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,47,10,300,2.8073750352859497,3.2007744312286377,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,48,10,300,2.7944585609436037,3.2000572681427,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,49,10,300,2.7835106897354125,3.1937055587768555,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,50,10,300,2.771887807846069,3.190422296524048,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,0,10,300,NA,8.024554252624512,,
0.001,1,10,300,6.125769214630127,5.103494644165039,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,2,10,300,4.80395188331604,4.66218376159668,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,3,10,300,4.462618436813354,4.428750514984131,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,4,10,300,4.256154909133911,4.253040790557861,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,5,10,300,4.091007542610169,4.117064952850342,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,6,10,300,3.9654221868515016,4.015273571014404,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,7,10,300,3.858675594329834,3.9292519092559814,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,8,10,300,3.7647201824188232,3.8534085750579834,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,9,10,300,3.6813195180892944,3.781669855117798,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,10,10,300,3.6066406631469725,3.7230260372161865,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,11,10,300,3.5381517934799196,3.670701265335083,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,12,10,300,3.4794746828079224,3.6251773834228516,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,13,10,300,3.4251173639297487,3.5861146450042725,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,14,10,300,3.3773300409317017,3.551340103149414,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,15,10,300,3.3305931949615477,3.5181727409362793,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,16,10,300,3.2893772983551024,3.4900333881378174,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,17,10,300,3.2492630195617678,3.4634718894958496,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,18,10,300,3.2119212532043457,3.4388623237609863,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,19,10,300,3.176198205947876,3.415086030960083,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,20,10,300,3.142593903541565,3.3952078819274902,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,21,10,300,3.1094182443618776,3.3774359226226807,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,22,10,300,3.0795710134506225,3.3569233417510986,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,23,10,300,3.0508760452270507,3.3423521518707275,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,24,10,300,3.022288088798523,3.3264713287353516,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,25,10,300,2.993164105415344,3.3113741874694824,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,26,10,300,2.9682391691207886,3.2988905906677246,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,27,10,300,2.9447923421859743,3.2866744995117188,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,28,10,300,2.920617389678955,3.277012825012207,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,29,10,300,2.8992146682739257,3.265906810760498,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,30,10,300,2.8761758756637574,3.259608268737793,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,31,10,300,2.8552744436264037,3.254105567932129,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,32,10,300,2.834388003349304,3.2405712604522705,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,33,10,300,2.815320067405701,3.2354648113250732,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,34,10,300,2.794071788787842,3.229670524597168,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,35,10,300,2.776511254310608,3.2228002548217773,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,36,10,300,2.7574015998840333,3.2162556648254395,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,37,10,300,2.7399250650405884,3.2101969718933105,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,38,10,300,2.7225602102279662,3.206395149230957,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,39,10,300,2.7054889583587647,3.2031636238098145,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,40,10,300,2.6872717761993408,3.19746732711792,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,41,10,300,2.6710574626922607,3.1947836875915527,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,42,10,300,2.655005383491516,3.193204402923584,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,43,10,300,2.6406850385665894,3.1889915466308594,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,44,10,300,2.6249307203292847,3.1880455017089844,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,45,10,300,2.609996132850647,3.182154417037964,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,46,10,300,2.594520106315613,3.1796514987945557,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,47,10,300,2.5797516965866087,3.179033041000366,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,48,10,300,2.5656939697265626,3.1777572631835938,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,49,10,300,2.552269434928894,3.174173593521118,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,50,10,300,2.5372743082046507,3.173285484313965,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,0,10,700,NA,8.048402786254883,,
0.001,1,10,700,7.7987168268723925,6.999887943267822,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,2,10,700,5.854809609326449,5.283324718475342,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,3,10,700,5.103146683086049,5.037308216094971,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,4,10,700,4.9006264209747314,4.876401424407959,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,5,10,700,4.74204234643416,4.731781005859375,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,6,10,700,4.608345335180109,4.615133285522461,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,7,10,700,4.489169034090909,4.512633800506592,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,8,10,700,4.394422509453514,4.427257537841797,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,9,10,700,4.315795594995672,4.35729455947876,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,10,10,700,4.250798138705167,4.296115875244141,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,11,10,700,4.185530489141291,4.241436958312988,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,12,10,700,4.131286491047252,4.1897735595703125,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,13,10,700,4.0789643200961025,4.142388820648193,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,14,10,700,4.023146325891668,4.098924160003662,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,15,10,700,3.9798292463476006,4.055764198303223,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,16,10,700,3.932744492184032,4.014634132385254,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,17,10,700,3.8879992311651055,3.973557233810425,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,18,10,700,3.845804203640331,3.935192823410034,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,19,10,700,3.8018971248106523,3.8974359035491943,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,20,10,700,3.7602551850405606,3.8592495918273926,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,21,10,700,3.7162417606873945,3.825019359588623,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,22,10,700,3.6781083778901533,3.7922677993774414,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,23,10,700,3.6418880982832476,3.761235237121582,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,24,10,700,3.6065023704008623,3.7334439754486084,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,25,10,700,3.5724579095840454,3.7076668739318848,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,26,10,700,3.5435803044926035,3.6823761463165283,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,27,10,700,3.51179744980552,3.6607682704925537,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,28,10,700,3.487320899963379,3.6390037536621094,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,29,10,700,3.4630168351260098,3.6190710067749023,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,30,10,700,3.439894210208546,3.6006920337677,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,31,10,700,3.412279399958524,3.5826449394226074,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,32,10,700,3.3935966925187544,3.56535267829895,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,33,10,700,3.3756180243058638,3.5495102405548096,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,34,10,700,3.3540626872669566,3.5362389087677,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,35,10,700,3.33517062664032,3.5202572345733643,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,36,10,700,3.3168841383673926,3.5086894035339355,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,37,10,700,3.297974553975192,3.493178129196167,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,38,10,700,3.2820211215452715,3.4811956882476807,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,39,10,700,3.2697829116474497,3.4685728549957275,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,40,10,700,3.248050093650818,3.4567947387695312,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,41,10,700,3.233169436454773,3.4460432529449463,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,42,10,700,3.218110062859275,3.4352028369903564,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,43,10,700,3.2019203142686323,3.424943447113037,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,44,10,700,3.1902491612867876,3.4144980907440186,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,45,10,700,3.1716800819743765,3.4061529636383057,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,46,10,700,3.1624727465889673,3.395585775375366,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,47,10,700,3.144271124492992,3.3878955841064453,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,48,10,700,3.1338200677524912,3.3785085678100586,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,49,10,700,3.122258879921653,3.3706536293029785,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,50,10,700,3.108990853483027,3.3624649047851562,"torch.Size([226, 22, 128])","torch.Size([226, 22, 3082])"
0.001,0,10,700,NA,8.046904563903809,,
0.001,1,10,700,7.1299358064478096,5.480052947998047,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,2,10,700,5.184276689182628,5.019096851348877,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,3,10,700,4.821383129466664,4.753838539123535,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,4,10,700,4.587973421270197,4.565725326538086,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,5,10,700,4.418387022885409,4.43541955947876,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,6,10,700,4.298482981595126,4.333256721496582,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,7,10,700,4.196049083362926,4.243414402008057,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,8,10,700,4.111962210048329,4.170019149780273,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,9,10,700,4.0349110473286025,4.101815700531006,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,10,10,700,3.969684676690535,4.040074348449707,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,11,10,700,3.9012591296976264,3.98004150390625,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,12,10,700,3.8359909491105513,3.9244437217712402,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,13,10,700,3.774378603154963,3.8759613037109375,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,14,10,700,3.7176088203083384,3.82804274559021,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,15,10,700,3.6695439273660835,3.78655743598938,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,16,10,700,3.619780085303567,3.7507622241973877,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,17,10,700,3.5758339925245806,3.7174465656280518,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,18,10,700,3.5348290746862236,3.6827640533447266,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,19,10,700,3.4965084249323066,3.6549699306488037,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,20,10,700,3.464119065891613,3.6287906169891357,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,21,10,700,3.4266503724184902,3.6026439666748047,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,22,10,700,3.3945870832963423,3.5818824768066406,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,23,10,700,3.3672091635790737,3.5590298175811768,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,24,10,700,3.3377589637582954,3.5381956100463867,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,25,10,700,3.307416731661016,3.5213897228240967,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,26,10,700,3.2822255329652266,3.5036962032318115,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,27,10,700,3.261970639228821,3.485726833343506,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,28,10,700,3.236380837180398,3.4703197479248047,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,29,10,700,3.215226411819458,3.4536900520324707,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,30,10,700,3.1907678192312066,3.4417710304260254,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,31,10,700,3.1697674122723667,3.4273743629455566,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,32,10,700,3.1494506705891,3.41587233543396,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,33,10,700,3.1276005398143423,3.404531955718994,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,34,10,700,3.10749072378332,3.3918676376342773,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,35,10,700,3.0862092646685513,3.380552291870117,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,36,10,700,3.0688722783868965,3.369339942932129,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,37,10,700,3.048186323859475,3.360039472579956,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,38,10,700,3.0344956788149746,3.351433038711548,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,39,10,700,3.019252159378745,3.3417348861694336,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,40,10,700,3.002731778404929,3.333454132080078,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,41,10,700,2.987098975615068,3.3264620304107666,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,42,10,700,2.973174214363098,3.317509174346924,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,43,10,700,2.95411893454465,3.3113114833831787,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,44,10,700,2.9427794326435435,3.3048477172851562,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,45,10,700,2.92483068596233,3.298208713531494,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,46,10,700,2.913039510900324,3.2897441387176514,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,47,10,700,2.899059208956632,3.284554958343506,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,48,10,700,2.883036049929532,3.2785518169403076,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,49,10,700,2.86891677162864,3.2728750705718994,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.001,50,10,700,2.859164931557395,3.2662978172302246,"torch.Size([226, 22, 256])","torch.Size([226, 22, 3082])"
0.1,0,100,50,NA,8.018633842468262,,
0.1,1,100,50,4.03174478473472,3.8595407009124756,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,2,100,50,3.683061272802959,3.895761013031006,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,3,100,50,3.654096919956016,3.930804491043091,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,4,100,50,3.68606705569902,4.0367841720581055,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,5,100,50,3.6786638964777407,4.008321762084961,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,6,100,50,3.6939416139022163,4.12277889251709,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,7,100,50,3.6828777192029665,4.121601581573486,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,8,100,50,3.682535152371512,4.123515605926514,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,9,100,50,3.6679266073233308,4.110243797302246,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,10,100,50,3.677091983648447,4.173818111419678,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,11,100,50,3.6743858171545942,4.13120698928833,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,12,100,50,3.6322764887857595,4.147330284118652,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,13,100,50,3.620310937281835,4.162524223327637,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,14,100,50,3.6209809875807237,4.205700397491455,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,15,100,50,3.646247916397044,4.285327434539795,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,16,100,50,3.7177700446202206,4.275412559509277,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,17,100,50,3.6915993307745176,4.315861225128174,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,18,100,50,3.729043111354611,4.361352920532227,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,19,100,50,3.6872681949449624,4.2910966873168945,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,20,100,50,3.646357810616892,4.312845230102539,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,21,100,50,3.656594541160558,4.390820026397705,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,22,100,50,3.657695318145497,4.381468296051025,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,23,100,50,3.6391902775270086,4.354556560516357,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,24,100,50,3.624980229597825,4.3094000816345215,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,25,100,50,3.6336413897000828,4.34976053237915,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,26,100,50,3.618599034472054,4.347648620605469,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,27,100,50,3.6522038836144284,4.409139633178711,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,28,100,50,3.6642378676296476,4.372854232788086,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,29,100,50,3.6626739781038418,4.383942127227783,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,30,100,50,3.639303216168713,4.44559907913208,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,31,100,50,3.633113763802825,4.413356304168701,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,32,100,50,3.620601516104861,4.418895244598389,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,33,100,50,3.614158824136026,4.434127330780029,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,34,100,50,3.6021460083416073,4.451162338256836,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,35,100,50,3.587501434179453,4.470404624938965,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,36,100,50,3.6183294771507035,4.501925945281982,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,37,100,50,3.589629375814993,4.544631004333496,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,38,100,50,3.63995558840774,4.559222221374512,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,39,100,50,3.6197432108148684,4.580453395843506,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,40,100,50,3.635768522785659,4.602949619293213,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,41,100,50,3.649701530718086,4.585190296173096,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,42,100,50,3.61704290830172,4.570837020874023,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,43,100,50,3.608739105754074,4.584652900695801,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,44,100,50,3.6233593986983283,4.625926494598389,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,45,100,50,3.58719149481094,4.6346116065979,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,46,100,50,3.576240103380337,4.591341018676758,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,47,100,50,3.583932132625261,4.640499591827393,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,48,100,50,3.5937729455954255,4.619328498840332,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,49,100,50,3.5945926366442422,4.580212116241455,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,50,100,50,3.5731046821760093,4.619833469390869,"torch.Size([26, 22, 128])","torch.Size([26, 22, 3082])"
0.1,0,100,50,NA,8.046886444091797,,
0.1,1,100,50,4.1433392336536015,4.004491329193115,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,2,100,50,3.831350378368212,4.06474494934082,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,3,100,50,3.7930148221975983,4.213693618774414,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
0.1,4,100,50,3.8488698252866103,4.238284587860107,"torch.Size([26, 22, 256])","torch.Size([26, 22, 3082])"
